cell_id,source_image_id,cell_global_trial_zero_based
67#26,lSS01141-live-frames-000750-000899-trial-5,4
67#26,lSS01141-live-frames-000750-000899-trial-6,5
67#26,lSS01141-live-frames-000900-001049-trial-1,0
67#26,lSS01141-live-frames-000900-001049-trial-2,1
67#26,lSS01141-live-frames-000900-001049-trial-3,2
67#26,lSS01141-live-frames-000900-001049-trial-4,3
67#26,lSS01141-live-frames-000900-001049-trial-5,4
67#26,lSS01141-live-frames-000900-001049-trial-6,5
67#26,lSS01141-live-frames-001050-001199-trial-1,0
67#26,lSS01141-live-frames-001050-001199-trial-2,1
67#26,lSS01141-live-frames-001050-001199-trial-3,2
67#26,lSS01141-live-frames-001050-001199-trial-4,3
67#26,lSS01141-live-frames-001050-001199-trial-5,4
67#26,lSS01141-live-frames-001050-001199-trial-6,5
67#26,lSS01141-live-frames-001200-001349-trial-1,0
67#26,lSS01141-live-frames-001200-001349-trial-2,1
67#26,lSS01141-live-frames-001200-001349-trial-3,2
67#26,lSS01141-live-frames-001200-001349-trial-4,3
67#26,lSS01141-live-frames-001200-001349-trial-5,4
67#26,lSS01141-live-frames-001200-001349-trial-6,5
67#26,lSS01141-live-frames-001350-001499-trial-1,0
67#26,lSS01141-live-frames-001350-001499-trial-2,1
67#26,lSS01141-live-frames-001350-001499-trial-3,2
67#26,lSS01141-live-frames-001350-001499-trial-4,3
67#26,lSS01141-live-frames-001350-001499-trial-5,4
67#26,lSS01141-live-frames-001350-001499-trial-6,5
67#26,lSS01141-live-frames-001500-001649-trial-1,0
67#26,lSS01141-live-frames-001500-001649-trial-2,1
67#26,lSS01141-live-frames-001500-001649-trial-3,2
67#26,lSS01141-live-frames-001500-001649-trial-4,3
67#26,lSS01141-live-frames-001500-001649-trial-5,4
67#26,lSS01141-live-frames-001500-001649-trial-6,5
67#26,lSS01141-live-frames-001650-001799-trial-1,0
67#26,lSS01141-live-frames-001650-001799-trial-2,1
67#26,lSS01141-live-frames-001650-001799-trial-3,2
67#26,lSS01141-live-frames-001650-001799-trial-4,3
67#26,lSS01141-live-frames-001650-001799-trial-5,4
67#26,lSS01141-live-frames-001650-001799-trial-6,5
67#26,lSS01141-live-frames-001800-001949-trial-1,0
67#26,lSS01141-live-frames-001800-001949-trial-2,1
67#26,lSS01141-live-frames-001800-001949-trial-3,2
67#26,lSS01141-live-frames-001800-001949-trial-4,3
67#26,lSS01141-live-frames-001800-001949-trial-5,4
67#26,lSS01141-live-frames-001800-001949-trial-6,5
67#26,lSS01141-live-frames-001950-002099-trial-1,0
67#26,lSS01141-live-frames-001950-002099-trial-2,1
67#26,lSS01141-live-frames-001950-002099-trial-3,2
67#26,lSS01141-live-frames-001950-002099-trial-4,3
67#26,lSS01141-live-frames-001950-002099-trial-5,4
67#26,lSS01141-live-frames-001950-002099-trial-6,5
67#26,lSS01141-live-frames-002100-002249-trial-1,0
67#26,lSS01141-live-frames-002100-002249-trial-2,1
67#26,lSS01141-live-frames-002100-002249-trial-3,2
67#26,lSS01141-live-frames-002100-002249-trial-4,3
67#26,lSS01141-live-frames-002100-002249-trial-5,4
67#26,lSS01141-live-frames-002100-002249-trial-6,5
67#26,lSS01141-live-frames-002250-002399-trial-1,0
67#26,lSS01141-live-frames-002250-002399-trial-2,1
67#26,lSS01141-live-frames-002250-002399-trial-3,2
67#26,lSS01141-live-frames-002250-002399-trial-4,3
67#26,lSS01141-live-frames-002250-002399-trial-5,4
67#26,lSS01141-live-frames-002250-002399-trial-6,5
67#26,lSS01142-live-frames-000000-000149-trial-1,6
67#26,lSS01142-live-frames-000150-000299-trial-1,6
67#26,lSS01142-live-frames-000300-000449-trial-1,6
67#26,lSS01142-live-frames-000450-000599-trial-1,6
67#26,lSS01142-live-frames-000600-000749-trial-1,6
67#26,lSS01142-live-frames-000750-000899-trial-1,6
67#26,lSS01142-live-frames-000900-001049-trial-1,6
67#26,lSS01142-live-frames-001050-001199-trial-1,6
67#26,lSS01142-live-frames-001200-001349-trial-1,6
67#26,lSS01142-live-frames-001350-001499-trial-1,6
67#26,lSS01142-live-frames-001500-001649-trial-1,6
67#26,lSS01142-live-frames-001650-001799-trial-1,6
67#26,lSS01142-live-frames-001800-001949-trial-1,6
67#26,lSS01142-live-frames-001950-002099-trial-1,6
67#26,lSS01142-live-frames-002100-002249-trial-1,6
67#26,lSS01142-live-frames-002250-002399-trial-1,6
67#33,lSS01159-live-frames-000000-000149-trial-1,0
67#33,lSS01159-live-frames-000000-000149-trial-2,1
67#33,lSS01159-live-frames-000000-000149-trial-3,2
67#33,lSS01159-live-frames-000000-000149-trial-4,3
67#33,lSS01159-live-frames-000000-000149-trial-5,4
67#33,lSS01159-live-frames-000000-000149-trial-6,5
67#33,lSS01159-live-frames-000150-000299-trial-1,0
67#33,lSS01159-live-frames-000150-000299-trial-2,1
67#33,lSS01159-live-frames-000150-000299-trial-3,2
67#33,lSS01159-live-frames-000150-000299-trial-4,3
67#33,lSS01159-live-frames-000150-000299-trial-5,4
67#33,lSS01159-live-frames-000150-000299-trial-6,5
67#33,lSS01159-live-frames-000300-000449-trial-1,0
67#33,lSS01159-live-frames-000300-000449-trial-2,1
67#33,lSS01159-live-frames-000300-000449-trial-3,2
67#33,lSS01159-live-frames-000300-000449-trial-4,3
67#33,lSS01159-live-frames-000300-000449-trial-5,4
67#33,lSS01159-live-frames-000300-000449-trial-6,5
67#33,lSS01159-live-frames-000450-000599-trial-1,0
67#33,lSS01159-live-frames-000450-000599-trial-2,1
67#33,lSS01159-live-frames-000450-000599-trial-3,2
67#33,lSS01159-live-frames-000450-000599-trial-4,3
67#33,lSS01159-live-frames-000450-000599-trial-5,4
67#33,lSS01159-live-frames-000450-000599-trial-6,5
67#33,lSS01159-live-frames-000600-000749-trial-1,0
67#33,lSS01159-live-frames-000600-000749-trial-2,1
67#33,lSS01159-live-frames-000600-000749-trial-3,2
67#33,lSS01159-live-frames-000600-000749-trial-4,3
67#33,lSS01159-live-frames-000600-000749-trial-5,4
67#33,lSS01159-live-frames-000600-000749-trial-6,5
67#33,lSS01159-live-frames-000750-000899-trial-1,0
67#33,lSS01159-live-frames-000750-000899-trial-2,1
67#33,lSS01159-live-frames-000750-000899-trial-3,2
67#33,lSS01159-live-frames-000750-000899-trial-4,3
67#33,lSS01159-live-frames-000750-000899-trial-5,4
67#33,lSS01159-live-frames-000750-000899-trial-6,5
67#33,lSS01159-live-frames-000900-001049-trial-1,0
67#33,lSS01159-live-frames-000900-001049-trial-2,1
67#33,lSS01159-live-frames-000900-001049-trial-3,2
67#33,lSS01159-live-frames-000900-001049-trial-4,3
67#33,lSS01159-live-frames-000900-001049-trial-5,4
67#33,lSS01159-live-frames-000900-001049-trial-6,5
67#33,lSS01159-live-frames-001050-001199-trial-1,0
67#33,lSS01159-live-frames-001050-001199-trial-2,1
67#33,lSS01159-live-frames-001050-001199-trial-3,2
67#33,lSS01159-live-frames-001050-001199-trial-4,3
67#33,lSS01159-live-frames-001050-001199-trial-5,4
67#33,lSS01159-live-frames-001050-001199-trial-6,5
67#33,lSS01159-live-frames-001200-001349-trial-1,0
67#33,lSS01159-live-frames-001200-001349-trial-2,1
67#33,lSS01159-live-frames-001200-001349-trial-3,2
67#33,lSS01159-live-frames-001200-001349-trial-4,3
67#33,lSS01159-live-frames-001200-001349-trial-5,4
67#33,lSS01159-live-frames-001200-001349-trial-6,5
67#33,lSS01159-live-frames-001350-001499-trial-1,0
67#33,lSS01159-live-frames-001350-001499-trial-2,1
67#33,lSS01159-live-frames-001350-001499-trial-3,2
67#33,lSS01159-live-frames-001350-001499-trial-4,3
67#33,lSS01159-live-frames-001350-001499-trial-5,4
67#33,lSS01159-live-frames-001350-001499-trial-6,5
67#33,lSS01159-live-frames-001500-001649-trial-1,0
67#33,lSS01159-live-frames-001500-001649-trial-2,1
67#33,lSS01159-live-frames-001500-001649-trial-3,2
67#33,lSS01159-live-frames-001500-001649-trial-4,3
67#33,lSS01159-live-frames-001500-001649-trial-5,4
67#33,lSS01159-live-frames-001500-001649-trial-6,5
67#33,lSS01159-live-frames-001650-001799-trial-1,0
67#33,lSS01159-live-frames-001650-001799-trial-2,1
67#33,lSS01159-live-frames-001650-001799-trial-3,2
67#33,lSS01159-live-frames-001650-001799-trial-4,3
67#33,lSS01159-live-frames-001650-001799-trial-5,4
67#33,lSS01159-live-frames-001650-001799-trial-6,5
67#33,lSS01159-live-frames-001800-001949-trial-1,0
67#33,lSS01159-live-frames-001800-001949-trial-2,1
67#33,lSS01159-live-frames-001800-001949-trial-3,2
67#33,lSS01159-live-frames-001800-001949-trial-4,3
67#33,lSS01159-live-frames-001800-001949-trial-5,4
67#33,lSS01159-live-frames-001800-001949-trial-6,5
67#33,lSS01159-live-frames-001950-002099-trial-1,0
67#33,lSS01159-live-frames-001950-002099-trial-2,1
67#33,lSS01159-live-frames-001950-002099-trial-3,2
67#33,lSS01159-live-frames-001950-002099-trial-4,3
67#33,lSS01159-live-frames-001950-002099-trial-5,4
67#33,lSS01159-live-frames-001950-002099-trial-6,5
67#33,lSS01159-live-frames-002100-002249-trial-1,0
67#33,lSS01159-live-frames-002100-002249-trial-2,1
67#33,lSS01159-live-frames-002100-002249-trial-3,2
67#33,lSS01159-live-frames-002100-002249-trial-4,3
67#33,lSS01159-live-frames-002100-002249-trial-5,4
67#33,lSS01159-live-frames-002100-002249-trial-6,5
67#33,lSS01159-live-frames-002250-002399-trial-1,0
67#33,lSS01159-live-frames-002250-002399-trial-2,1
67#33,lSS01159-live-frames-002250-002399-trial-3,2
67#33,lSS01159-live-frames-002250-002399-trial-4,3
67#33,lSS01159-live-frames-002250-002399-trial-5,4
67#33,lSS01159-live-frames-002250-002399-trial-6,5
67#33,lSS01160-live-frames-000000-000149-trial-1,6
67#33,lSS01160-live-frames-000150-000299-trial-1,6
67#33,lSS01160-live-frames-000300-000449-trial-1,6
67#33,lSS01160-live-frames-000450-000599-trial-1,6
67#33,lSS01160-live-frames-000600-000749-trial-1,6
67#33,lSS01160-live-frames-000750-000899-trial-1,6
67#33,lSS01160-live-frames-000900-001049-trial-1,6
67#33,lSS01160-live-frames-001050-001199-trial-1,6
67#33,lSS01160-live-frames-001200-001349-trial-1,6
67#33,lSS01160-live-frames-001350-001499-trial-1,6
67#33,lSS01160-live-frames-001500-001649-trial-1,6
67#33,lSS01160-live-frames-001650-001799-trial-1,6
67#33,lSS01160-live-frames-001800-001949-trial-1,6
67#33,lSS01160-live-frames-001950-002099-trial-1,6
67#33,lSS01160-live-frames-002100-002249-trial-1,6
67#33,lSS01160-live-frames-002250-002399-trial-1,6
67#34,lSS01167-live-frames-000000-000149-trial-1,0
67#34,lSS01167-live-frames-000000-000149-trial-2,1
67#34,lSS01167-live-frames-000000-000149-trial-3,2
67#34,lSS01167-live-frames-000000-000149-trial-4,3
67#34,lSS01167-live-frames-000000-000149-trial-5,4
67#34,lSS01167-live-frames-000000-000149-trial-6,5
67#34,lSS01167-live-frames-000150-000299-trial-1,0
67#34,lSS01167-live-frames-000150-000299-trial-2,1
67#34,lSS01167-live-frames-000150-000299-trial-3,2
67#34,lSS01167-live-frames-000150-000299-trial-4,3
67#34,lSS01167-live-frames-000150-000299-trial-5,4
67#34,lSS01167-live-frames-000150-000299-trial-6,5
67#34,lSS01167-live-frames-000300-000449-trial-1,0
67#34,lSS01167-live-frames-000300-000449-trial-2,1
67#34,lSS01167-live-frames-000300-000449-trial-3,2
67#34,lSS01167-live-frames-000300-000449-trial-4,3
67#34,lSS01167-live-frames-000300-000449-trial-5,4
67#34,lSS01167-live-frames-000300-000449-trial-6,5
67#34,lSS01167-live-frames-000450-000599-trial-1,0
67#34,lSS01167-live-frames-000450-000599-trial-2,1
67#34,lSS01167-live-frames-000450-000599-trial-3,2
67#34,lSS01167-live-frames-000450-000599-trial-4,3
67#34,lSS01167-live-frames-000450-000599-trial-5,4
67#34,lSS01167-live-frames-000450-000599-trial-6,5
67#34,lSS01167-live-frames-000600-000749-trial-1,0
67#34,lSS01167-live-frames-000600-000749-trial-2,1
67#34,lSS01167-live-frames-000600-000749-trial-3,2
67#34,lSS01167-live-frames-000600-000749-trial-4,3
67#34,lSS01167-live-frames-000600-000749-trial-5,4
67#34,lSS01167-live-frames-000600-000749-trial-6,5
67#34,lSS01167-live-frames-000750-000899-trial-1,0
67#34,lSS01167-live-frames-000750-000899-trial-2,1
67#34,lSS01167-live-frames-000750-000899-trial-3,2
67#34,lSS01167-live-frames-000750-000899-trial-4,3
67#34,lSS01167-live-frames-000750-000899-trial-5,4
67#34,lSS01167-live-frames-000750-000899-trial-6,5
67#34,lSS01167-live-frames-000900-001049-trial-1,0
67#34,lSS01167-live-frames-000900-001049-trial-2,1
67#34,lSS01167-live-frames-000900-001049-trial-3,2
67#34,lSS01167-live-frames-000900-001049-trial-4,3
67#34,lSS01167-live-frames-000900-001049-trial-5,4
67#34,lSS01167-live-frames-000900-001049-trial-6,5
67#34,lSS01167-live-frames-001050-001199-trial-1,0
67#34,lSS01167-live-frames-001050-001199-trial-2,1
67#34,lSS01167-live-frames-001050-001199-trial-3,2
67#34,lSS01167-live-frames-001050-001199-trial-4,3
67#34,lSS01167-live-frames-001050-001199-trial-5,4
67#34,lSS01167-live-frames-001050-001199-trial-6,5
67#34,lSS01167-live-frames-001200-001349-trial-1,0
67#34,lSS01167-live-frames-001200-001349-trial-2,1
67#34,lSS01167-live-frames-001200-001349-trial-3,2
67#34,lSS01167-live-frames-001200-001349-trial-4,3
67#34,lSS01167-live-frames-001200-001349-trial-5,4
67#34,lSS01167-live-frames-001200-001349-trial-6,5
67#34,lSS01167-live-frames-001350-001499-trial-1,0
67#34,lSS01167-live-frames-001350-001499-trial-2,1
67#34,lSS01167-live-frames-001350-001499-trial-3,2
67#34,lSS01167-live-frames-001350-001499-trial-4,3
67#34,lSS01167-live-frames-001350-001499-trial-5,4
67#34,lSS01167-live-frames-001350-001499-trial-6,5
67#34,lSS01167-live-frames-001500-001649-trial-1,0
67#34,lSS01167-live-frames-001500-001649-trial-2,1
67#34,lSS01167-live-frames-001500-001649-trial-3,2
67#34,lSS01167-live-frames-001500-001649-trial-4,3
67#34,lSS01167-live-frames-001500-001649-trial-5,4
67#34,lSS01167-live-frames-001500-001649-trial-6,5
67#34,lSS01167-live-frames-001650-001799-trial-1,0
67#34,lSS01167-live-frames-001650-001799-trial-2,1
67#34,lSS01167-live-frames-001650-001799-trial-3,2
67#34,lSS01167-live-frames-001650-001799-trial-4,3
67#34,lSS01167-live-frames-001650-001799-trial-5,4
67#34,lSS01167-live-frames-001650-001799-trial-6,5
67#34,lSS01167-live-frames-001800-001949-trial-1,0
67#34,lSS01167-live-frames-001800-001949-trial-2,1
67#34,lSS01167-live-frames-001800-001949-trial-3,2
67#34,lSS01167-live-frames-001800-001949-trial-4,3
67#34,lSS01167-live-frames-001800-001949-trial-5,4
67#34,lSS01167-live-frames-001800-001949-trial-6,5
67#34,lSS01167-live-frames-001950-002099-trial-1,0
67#34,lSS01167-live-frames-001950-002099-trial-2,1
67#34,lSS01167-live-frames-001950-002099-trial-3,2
67#34,lSS01167-live-frames-001950-002099-trial-4,3
67#34,lSS01167-live-frames-001950-002099-trial-5,4
67#34,lSS01167-live-frames-001950-002099-trial-6,5
67#34,lSS01167-live-frames-002100-002249-trial-1,0
67#34,lSS01167-live-frames-002100-002249-trial-2,1
67#34,lSS01167-live-frames-002100-002249-trial-3,2
67#34,lSS01167-live-frames-002100-002249-trial-4,3
67#34,lSS01167-live-frames-002100-002249-trial-5,4
67#34,lSS01167-live-frames-002100-002249-trial-6,5
67#34,lSS01167-live-frames-002250-002399-trial-1,0
67#34,lSS01167-live-frames-002250-002399-trial-2,1
67#34,lSS01167-live-frames-002250-002399-trial-3,2
67#34,lSS01167-live-frames-002250-002399-trial-4,3
67#34,lSS01167-live-frames-002250-002399-trial-5,4
67#34,lSS01167-live-frames-002250-002399-trial-6,5
67#34,lSS01168-live-frames-000000-000149-trial-1,6
67#34,lSS01168-live-frames-000150-000299-trial-1,6
67#34,lSS01168-live-frames-000300-000449-trial-1,6
67#34,lSS01168-live-frames-000450-000599-trial-1,6
67#34,lSS01168-live-frames-000600-000749-trial-1,6
67#34,lSS01168-live-frames-000750-000899-trial-1,6
67#34,lSS01168-live-frames-000900-001049-trial-1,6
67#34,lSS01168-live-frames-001050-001199-trial-1,6
67#34,lSS01168-live-frames-001200-001349-trial-1,6
67#34,lSS01168-live-frames-001350-001499-trial-1,6
67#34,lSS01168-live-frames-001500-001649-trial-1,6
67#34,lSS01168-live-frames-001650-001799-trial-1,6
67#34,lSS01168-live-frames-001800-001949-trial-1,6
67#34,lSS01168-live-frames-001950-002099-trial-1,6
67#34,lSS01168-live-frames-002100-002249-trial-1,6
67#34,lSS01168-live-frames-002250-002399-trial-1,6
68#3,lSS01181-live-frames-000000-000149-trial-1,0
68#3,lSS01181-live-frames-000000-000149-trial-2,1
68#3,lSS01181-live-frames-000000-000149-trial-3,2
68#3,lSS01181-live-frames-000000-000149-trial-4,3
68#3,lSS01181-live-frames-000000-000149-trial-5,4
68#3,lSS01181-live-frames-000000-000149-trial-6,5
68#3,lSS01181-live-frames-000150-000299-trial-1,0
68#3,lSS01181-live-frames-000150-000299-trial-2,1
68#3,lSS01181-live-frames-000150-000299-trial-3,2
68#3,lSS01181-live-frames-000150-000299-trial-4,3
68#3,lSS01181-live-frames-000150-000299-trial-5,4
68#3,lSS01181-live-frames-000150-000299-trial-6,5
68#3,lSS01181-live-frames-000300-000449-trial-1,0
68#3,lSS01181-live-frames-000300-000449-trial-2,1
68#3,lSS01181-live-frames-000300-000449-trial-3,2
68#3,lSS01181-live-frames-000300-000449-trial-4,3
68#3,lSS01181-live-frames-000300-000449-trial-5,4
68#3,lSS01181-live-frames-000300-000449-trial-6,5
68#3,lSS01181-live-frames-000450-000599-trial-1,0
68#3,lSS01181-live-frames-000450-000599-trial-2,1
68#3,lSS01181-live-frames-000450-000599-trial-3,2
68#3,lSS01181-live-frames-000450-000599-trial-4,3
68#3,lSS01181-live-frames-000450-000599-trial-5,4
68#3,lSS01181-live-frames-000450-000599-trial-6,5
68#3,lSS01181-live-frames-000600-000749-trial-1,0
68#3,lSS01181-live-frames-000600-000749-trial-2,1
68#3,lSS01181-live-frames-000600-000749-trial-3,2
68#3,lSS01181-live-frames-000600-000749-trial-4,3
68#3,lSS01181-live-frames-000600-000749-trial-5,4
68#3,lSS01181-live-frames-000600-000749-trial-6,5
68#3,lSS01181-live-frames-000750-000899-trial-1,0
68#3,lSS01181-live-frames-000750-000899-trial-2,1
68#3,lSS01181-live-frames-000750-000899-trial-3,2
68#3,lSS01181-live-frames-000750-000899-trial-4,3
68#3,lSS01181-live-frames-000750-000899-trial-5,4
68#3,lSS01181-live-frames-000750-000899-trial-6,5
68#3,lSS01181-live-frames-000900-001049-trial-1,0
68#3,lSS01181-live-frames-000900-001049-trial-2,1
68#3,lSS01181-live-frames-000900-001049-trial-3,2
68#3,lSS01181-live-frames-000900-001049-trial-4,3
68#3,lSS01181-live-frames-000900-001049-trial-5,4
68#3,lSS01181-live-frames-000900-001049-trial-6,5
68#3,lSS01181-live-frames-001050-001199-trial-1,0
68#3,lSS01181-live-frames-001050-001199-trial-2,1
68#3,lSS01181-live-frames-001050-001199-trial-3,2
68#3,lSS01181-live-frames-001050-001199-trial-4,3
68#3,lSS01181-live-frames-001050-001199-trial-5,4
68#3,lSS01181-live-frames-001050-001199-trial-6,5
68#3,lSS01181-live-frames-001200-001349-trial-1,0
68#3,lSS01181-live-frames-001200-001349-trial-2,1
68#3,lSS01181-live-frames-001200-001349-trial-3,2
68#3,lSS01181-live-frames-001200-001349-trial-4,3
68#3,lSS01181-live-frames-001200-001349-trial-5,4
68#3,lSS01181-live-frames-001200-001349-trial-6,5
68#3,lSS01181-live-frames-001350-001499-trial-1,0
68#3,lSS01181-live-frames-001350-001499-trial-2,1
68#3,lSS01181-live-frames-001350-001499-trial-3,2
68#3,lSS01181-live-frames-001350-001499-trial-4,3
68#3,lSS01181-live-frames-001350-001499-trial-5,4
68#3,lSS01181-live-frames-001350-001499-trial-6,5
68#3,lSS01181-live-frames-001500-001649-trial-1,0
68#3,lSS01181-live-frames-001500-001649-trial-2,1
68#3,lSS01181-live-frames-001500-001649-trial-3,2
68#3,lSS01181-live-frames-001500-001649-trial-4,3
68#3,lSS01181-live-frames-001500-001649-trial-5,4
68#3,lSS01181-live-frames-001500-001649-trial-6,5
68#3,lSS01181-live-frames-001650-001799-trial-1,0
68#3,lSS01181-live-frames-001650-001799-trial-2,1
68#3,lSS01181-live-frames-001650-001799-trial-3,2
68#3,lSS01181-live-frames-001650-001799-trial-4,3
68#3,lSS01181-live-frames-001650-001799-trial-5,4
68#3,lSS01181-live-frames-001650-001799-trial-6,5
68#3,lSS01181-live-frames-001800-001949-trial-1,0
68#3,lSS01181-live-frames-001800-001949-trial-2,1
68#3,lSS01181-live-frames-001800-001949-trial-3,2
68#3,lSS01181-live-frames-001800-001949-trial-4,3
68#3,lSS01181-live-frames-001800-001949-trial-5,4
68#3,lSS01181-live-frames-001800-001949-trial-6,5
68#3,lSS01181-live-frames-001950-002099-trial-1,0
68#3,lSS01181-live-frames-001950-002099-trial-2,1
68#3,lSS01181-live-frames-001950-002099-trial-3,2
68#3,lSS01181-live-frames-001950-002099-trial-4,3
68#3,lSS01181-live-frames-001950-002099-trial-5,4
68#3,lSS01181-live-frames-001950-002099-trial-6,5
68#3,lSS01181-live-frames-002100-002249-trial-1,0
68#3,lSS01181-live-frames-002100-002249-trial-2,1
68#3,lSS01181-live-frames-002100-002249-trial-3,2
68#3,lSS01181-live-frames-002100-002249-trial-4,3
68#3,lSS01181-live-frames-002100-002249-trial-5,4
68#3,lSS01181-live-frames-002100-002249-trial-6,5
68#3,lSS01181-live-frames-002250-002399-trial-1,0
68#3,lSS01181-live-frames-002250-002399-trial-2,1
68#3,lSS01181-live-frames-002250-002399-trial-3,2
68#3,lSS01181-live-frames-002250-002399-trial-4,3
68#3,lSS01181-live-frames-002250-002399-trial-5,4
68#3,lSS01181-live-frames-002250-002399-trial-6,5
68#3,lSS01183-live-frames-000000-000149-trial-1,6
68#3,lSS01183-live-frames-000150-000299-trial-1,6
68#3,lSS01183-live-frames-000300-000449-trial-1,6
68#3,lSS01183-live-frames-000450-000599-trial-1,6
68#3,lSS01183-live-frames-000600-000749-trial-1,6
68#3,lSS01183-live-frames-000750-000899-trial-1,6
68#3,lSS01183-live-frames-000900-001049-trial-1,6
68#3,lSS01183-live-frames-001050-001199-trial-1,6
68#3,lSS01183-live-frames-001200-001349-trial-1,6
68#3,lSS01183-live-frames-001350-001499-trial-1,6
68#3,lSS01183-live-frames-001500-001649-trial-1,6
68#3,lSS01183-live-frames-001650-001799-trial-1,6
68#3,lSS01183-live-frames-001800-001949-trial-1,6
68#3,lSS01183-live-frames-001950-002099-trial-1,6
68#3,lSS01183-live-frames-002100-002249-trial-1,6
68#3,lSS01183-live-frames-002250-002399-trial-1,6
68#4,lSS01184-live-frames-000000-000149-trial-1,0
68#4,lSS01184-live-frames-000000-000149-trial-2,1
68#4,lSS01184-live-frames-000000-000149-trial-3,2
68#4,lSS01184-live-frames-000000-000149-trial-4,3
68#4,lSS01184-live-frames-000000-000149-trial-5,4
68#4,lSS01184-live-frames-000000-000149-trial-6,5
68#4,lSS01184-live-frames-000150-000299-trial-1,0
68#4,lSS01184-live-frames-000150-000299-trial-2,1
68#4,lSS01184-live-frames-000150-000299-trial-3,2
68#4,lSS01184-live-frames-000150-000299-trial-4,3
68#4,lSS01184-live-frames-000150-000299-trial-5,4
68#4,lSS01184-live-frames-000150-000299-trial-6,5
68#4,lSS01184-live-frames-000300-000449-trial-1,0
68#4,lSS01184-live-frames-000300-000449-trial-2,1
68#4,lSS01184-live-frames-000300-000449-trial-3,2
68#4,lSS01184-live-frames-000300-000449-trial-4,3
68#4,lSS01184-live-frames-000300-000449-trial-5,4
68#4,lSS01184-live-frames-000300-000449-trial-6,5
68#4,lSS01184-live-frames-000450-000599-trial-1,0
68#4,lSS01184-live-frames-000450-000599-trial-2,1
68#4,lSS01184-live-frames-000450-000599-trial-3,2
68#4,lSS01184-live-frames-000450-000599-trial-4,3
68#4,lSS01184-live-frames-000450-000599-trial-5,4
68#4,lSS01184-live-frames-000450-000599-trial-6,5
68#4,lSS01184-live-frames-000600-000749-trial-1,0
68#4,lSS01184-live-frames-000600-000749-trial-2,1
68#4,lSS01184-live-frames-000600-000749-trial-3,2
68#4,lSS01184-live-frames-000600-000749-trial-4,3
68#4,lSS01184-live-frames-000600-000749-trial-5,4
68#4,lSS01184-live-frames-000600-000749-trial-6,5
68#4,lSS01184-live-frames-000750-000899-trial-1,0
68#4,lSS01184-live-frames-000750-000899-trial-2,1
68#4,lSS01184-live-frames-000750-000899-trial-3,2
68#4,lSS01184-live-frames-000750-000899-trial-4,3
68#4,lSS01184-live-frames-000750-000899-trial-5,4
68#4,lSS01184-live-frames-000750-000899-trial-6,5
68#4,lSS01184-live-frames-000900-001049-trial-1,0
68#4,lSS01184-live-frames-000900-001049-trial-2,1
68#4,lSS01184-live-frames-000900-001049-trial-3,2
68#4,lSS01184-live-frames-000900-001049-trial-4,3
68#4,lSS01184-live-frames-000900-001049-trial-5,4
68#4,lSS01184-live-frames-000900-001049-trial-6,5
68#4,lSS01184-live-frames-001050-001199-trial-1,0
68#4,lSS01184-live-frames-001050-001199-trial-2,1
68#4,lSS01184-live-frames-001050-001199-trial-3,2
68#4,lSS01184-live-frames-001050-001199-trial-4,3
68#4,lSS01184-live-frames-001050-001199-trial-5,4
68#4,lSS01184-live-frames-001050-001199-trial-6,5
68#4,lSS01184-live-frames-001200-001349-trial-1,0
68#4,lSS01184-live-frames-001200-001349-trial-2,1
68#4,lSS01184-live-frames-001200-001349-trial-3,2
68#4,lSS01184-live-frames-001200-001349-trial-4,3
68#4,lSS01184-live-frames-001200-001349-trial-5,4
68#4,lSS01184-live-frames-001200-001349-trial-6,5
68#4,lSS01184-live-frames-001350-001499-trial-1,0
68#4,lSS01184-live-frames-001350-001499-trial-2,1
68#4,lSS01184-live-frames-001350-001499-trial-3,2
68#4,lSS01184-live-frames-001350-001499-trial-4,3
68#4,lSS01184-live-frames-001350-001499-trial-5,4
68#4,lSS01184-live-frames-001350-001499-trial-6,5
68#4,lSS01184-live-frames-001500-001649-trial-1,0
68#4,lSS01184-live-frames-001500-001649-trial-2,1
68#4,lSS01184-live-frames-001500-001649-trial-3,2
68#4,lSS01184-live-frames-001500-001649-trial-4,3
68#4,lSS01184-live-frames-001500-001649-trial-5,4
68#4,lSS01184-live-frames-001500-001649-trial-6,5
68#4,lSS01184-live-frames-001650-001799-trial-1,0
68#4,lSS01184-live-frames-001650-001799-trial-2,1
68#4,lSS01184-live-frames-001650-001799-trial-3,2
68#4,lSS01184-live-frames-001650-001799-trial-4,3
68#4,lSS01184-live-frames-001650-001799-trial-5,4
68#4,lSS01184-live-frames-001650-001799-trial-6,5
68#4,lSS01184-live-frames-001800-001949-trial-1,0
68#4,lSS01184-live-frames-001800-001949-trial-2,1
68#4,lSS01184-live-frames-001800-001949-trial-3,2
68#4,lSS01184-live-frames-001800-001949-trial-4,3
68#4,lSS01184-live-frames-001800-001949-trial-5,4
68#4,lSS01184-live-frames-001800-001949-trial-6,5
68#4,lSS01184-live-frames-001950-002099-trial-1,0
68#4,lSS01184-live-frames-001950-002099-trial-2,1
68#4,lSS01184-live-frames-001950-002099-trial-3,2
68#4,lSS01184-live-frames-001950-002099-trial-4,3
68#4,lSS01184-live-frames-001950-002099-trial-5,4
68#4,lSS01184-live-frames-001950-002099-trial-6,5
68#4,lSS01184-live-frames-002100-002249-trial-1,0
