artifact_path,lineage,recording_or_cell,accessed_live_range,stimulus_accessed,spikes_or_targets_accessed,model_predictions_computed,NLL_or_metric_computed,used_for_training,used_for_model_selection,used_for_architecture_decision,only_hash_or_metadata_access,classification,evidence
.omo/evidence/compact_causal_cnn_baseline/inputs/68_7.pt,.omo\evidence\compact_causal_cnn_baseline\inputs,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [0,3000)",True,True,False,False,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=e1c947a4eb876937a7f84be11b95add2ae2f11b2f0db666176c484ee64727d0d; field paths=train;validation;history;cell_id
.omo/evidence/compact_causal_cnn_baseline/inputs/69_21.pt,.omo\evidence\compact_causal_cnn_baseline\inputs,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [0,3000)",True,True,False,False,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=2615ceb5eb8121f445dcae13f602ddc5c08c0c29a14627aa6f5ab2207f8df248; field paths=train;validation;history;cell_id
.omo/evidence/compact_causal_cnn_baseline/inputs/69_3.pt,.omo\evidence\compact_causal_cnn_baseline\inputs,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [0,3000)",True,True,False,False,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=a844ca7c1020aa84d1add0660ab99f1f985495fe89b20157e9ad108a991eb620; field paths=train;validation;history;cell_id
.omo/evidence/compact_causal_cnn_baseline/inputs/69_4.pt,.omo\evidence\compact_causal_cnn_baseline\inputs,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [0,3000)",True,True,False,False,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=8279eb421f0668512003888d0d7150351a968d6e72541fef2433c865fb3bcce7; field paths=train;validation;history;cell_id
.omo/evidence/compact_causal_cnn_baseline/inputs/69_6.pt,.omo\evidence\compact_causal_cnn_baseline\inputs,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [0,3000)",True,True,False,False,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=6e7976c438d2110fdd8997856829bee726859a6fb27ed34eb406c2baa8ff668e; field paths=train;validation;history;cell_id
.omo/evidence/compact_causal_cnn_baseline/inputs/69_7.pt,.omo\evidence\compact_causal_cnn_baseline\inputs,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [0,3000)",True,True,False,False,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=23448fd95284d57ad540bb294cf869abe2fa103476db96c63b531084707e1980; field paths=train;validation;history;cell_id
.omo/evidence/compact_causal_cnn_baseline/inputs/70_1.pt,.omo\evidence\compact_causal_cnn_baseline\inputs,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [0,3000)",True,True,False,False,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=014af56848116b1e00804630561ee2958050810a7fe63e25d5f4a0512581a631; field paths=train;validation;history;cell_id
.omo/evidence/compact_causal_cnn_baseline/inputs/70_15.pt,.omo\evidence\compact_causal_cnn_baseline\inputs,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [0,3000)",True,True,False,False,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=288b36b639f009562cd43a28ce7f57a4d878f5db19a17fad35b5d6782243ef3c; field paths=train;validation;history;cell_id
.omo/evidence/compact_causal_cnn_baseline/inputs/70_34.pt,.omo\evidence\compact_causal_cnn_baseline\inputs,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [0,3000)",True,True,False,False,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=d1ae41d87c60ac9eee5fbc8bb508a97a2f7da4f73f5f08bc7034f27e17f63849; field paths=train;validation;history;cell_id
.omo/evidence/compact_causal_cnn_baseline/inputs/70_7.pt,.omo\evidence\compact_causal_cnn_baseline\inputs,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [0,3000)",True,True,False,False,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=472c6d1d087616171ed7f5813ece1cde30a7ca41722c591213773fa047568fe7; field paths=train;validation;history;cell_id
.omo/evidence/real_data_independent_seed_sanity/fits/67_4/fresh_1/evaluation.pt,.omo\evidence\real_data_independent_seed_sanity\fits\67_4\fresh_1,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=fba40d1def9dc406dd265e385724db6836d31c286e344030fbfd924c7e616498; field paths=validation_logits;target;valid_mask;source_image_ids;trial_indices;illusion_logits
.omo/evidence/real_data_independent_seed_sanity/fits/67_4/fresh_2/evaluation.pt,.omo\evidence\real_data_independent_seed_sanity\fits\67_4\fresh_2,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=11d28b027b1e3ae69cb8e321d3a9ea8b2a9624a9fb478b6e83bccf39e072e30d; field paths=validation_logits;target;valid_mask;source_image_ids;trial_indices;illusion_logits
.omo/evidence/real_data_independent_seed_sanity/fits/67_4/primary/evaluation.pt,.omo\evidence\real_data_independent_seed_sanity\fits\67_4\primary,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=2eae8c9e833f096d5479e3249e33b7967d4fe692fd169b896145f7a01da9774b; field paths=validation_logits;target;valid_mask;source_image_ids;trial_indices;illusion_logits
.omo/evidence/real_data_independent_seed_sanity/fits/67_6/fresh_1/evaluation.pt,.omo\evidence\real_data_independent_seed_sanity\fits\67_6\fresh_1,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=6948ea2c94d11fdb15b14fae6b596176402272bdd8559eeafff999de0fa65519; field paths=validation_logits;target;valid_mask;source_image_ids;trial_indices;illusion_logits
.omo/evidence/real_data_independent_seed_sanity/fits/67_6/fresh_2/evaluation.pt,.omo\evidence\real_data_independent_seed_sanity\fits\67_6\fresh_2,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=ed8069afa96b3d2b51efadcd84cd7587285d0e2e8c1376bd36b0a9ac3d8c65cf; field paths=validation_logits;target;valid_mask;source_image_ids;trial_indices;illusion_logits
.omo/evidence/real_data_independent_seed_sanity/fits/67_6/primary/evaluation.pt,.omo\evidence\real_data_independent_seed_sanity\fits\67_6\primary,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=147151a2caefe5cef834c55980fffdf92e00c701f04a0a954617718ec583c18c; field paths=validation_logits;target;valid_mask;source_image_ids;trial_indices;illusion_logits
.omo/evidence/real_data_independent_seed_sanity/fits/68_4/fresh_1/evaluation.pt,.omo\evidence\real_data_independent_seed_sanity\fits\68_4\fresh_1,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=22aad2441ddb3504c377f929cccc60977263c7db29e285908d9aedf08f132db9; field paths=validation_logits;target;valid_mask;source_image_ids;trial_indices;illusion_logits
.omo/evidence/real_data_independent_seed_sanity/fits/68_4/fresh_2/evaluation.pt,.omo\evidence\real_data_independent_seed_sanity\fits\68_4\fresh_2,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=8809b5125960f19fb85d393a6be34188ae3dbc1f37cb0cec282c63204d98f7b8; field paths=validation_logits;target;valid_mask;source_image_ids;trial_indices;illusion_logits
.omo/evidence/real_data_independent_seed_sanity/fits/68_4/primary/evaluation.pt,.omo\evidence\real_data_independent_seed_sanity\fits\68_4\primary,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=97c46b70fcc334ef50a75c2870919cada7a8bd7cc0965db59c329bed077e6b98; field paths=validation_logits;target;valid_mask;source_image_ids;trial_indices;illusion_logits
.omo/evidence/real_data_independent_seed_sanity/fits/69_4/fresh_1/evaluation.pt,.omo\evidence\real_data_independent_seed_sanity\fits\69_4\fresh_1,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=7d1a7f5c0bd2b974b16061738a402cd25979c8b46a9bdc2ed0d1262751575aca; field paths=validation_logits;target;valid_mask;source_image_ids;trial_indices;illusion_logits
.omo/evidence/real_data_independent_seed_sanity/fits/69_4/fresh_2/evaluation.pt,.omo\evidence\real_data_independent_seed_sanity\fits\69_4\fresh_2,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=8afb1672de786ff2f607983869bd6dcb5b2dcca99fd8feceb1358d4042069130; field paths=validation_logits;target;valid_mask;source_image_ids;trial_indices;illusion_logits
.omo/evidence/real_data_independent_seed_sanity/fits/69_4/primary/evaluation.pt,.omo\evidence\real_data_independent_seed_sanity\fits\69_4\primary,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=5be9418ae8e501a090d01f4468672490664fddcca3dded8ad133a44460d729c1; field paths=validation_logits;target;valid_mask;source_image_ids;trial_indices;illusion_logits
output/real_data/schottdorf_canonical_v1_fixed_ln_center_22cell_20260905/cells/67_14/validation-predictions.pt,output\real_data\schottdorf_canonical_v1_fixed_ln_center_22cell_20260905\cells\67_14,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=0d47f675d62de8688c45c3af4f6d9ccb8ae423f2063fd6582c8e89d38fabc03c; field paths=logits_raw;logits_trained;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_canonical_v1_fixed_ln_center_22cell_20260905/cells/67_21/validation-predictions.pt,output\real_data\schottdorf_canonical_v1_fixed_ln_center_22cell_20260905\cells\67_21,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=cc218fcf2fabfad0a54e8362758eeb85ad445a76ed96216b14076fa1cbbdc72a; field paths=logits_raw;logits_trained;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_canonical_v1_fixed_ln_center_22cell_20260905/cells/67_26/validation-predictions.pt,output\real_data\schottdorf_canonical_v1_fixed_ln_center_22cell_20260905\cells\67_26,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=16be98360cac86275aacffcef99a8c06f9a74e8db4f8d0c65809ff70f42269e4; field paths=logits_raw;logits_trained;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_canonical_v1_fixed_ln_center_22cell_20260905/cells/67_33/validation-predictions.pt,output\real_data\schottdorf_canonical_v1_fixed_ln_center_22cell_20260905\cells\67_33,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=8670c0a816465d0314cee686a2574ba8c35cac67f8dcb1a2814f795b8ba8350b; field paths=logits_raw;logits_trained;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_canonical_v1_fixed_ln_center_22cell_20260905/cells/67_34/validation-predictions.pt,output\real_data\schottdorf_canonical_v1_fixed_ln_center_22cell_20260905\cells\67_34,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=5890c0ccd3aa35c3df2b0a19bd3b9bd8b2c3654436bb73c57596be7b34072cf9; field paths=logits_raw;logits_trained;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_canonical_v1_fixed_ln_center_22cell_20260905/cells/67_4/validation-predictions.pt,output\real_data\schottdorf_canonical_v1_fixed_ln_center_22cell_20260905\cells\67_4,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=1b8ac917828f079877c8e0dbab37834aa979c6b1ad64aa79516a909bdfaa7d70; field paths=logits_raw;logits_trained;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_canonical_v1_fixed_ln_center_22cell_20260905/cells/67_6/validation-predictions.pt,output\real_data\schottdorf_canonical_v1_fixed_ln_center_22cell_20260905\cells\67_6,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=02b5ef4f1a316f36593762aab78993d7e01e87dc98411eb7cd11d5bd4a8059de; field paths=logits_raw;logits_trained;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_canonical_v1_fixed_ln_center_22cell_20260905/cells/67_7/validation-predictions.pt,output\real_data\schottdorf_canonical_v1_fixed_ln_center_22cell_20260905\cells\67_7,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=0a0f220479b1c990e7cd0628f2c4ecd2a90a91637681132de6936a7de1a66f29; field paths=logits_raw;logits_trained;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_canonical_v1_fixed_ln_center_22cell_20260905/cells/68_10/validation-predictions.pt,output\real_data\schottdorf_canonical_v1_fixed_ln_center_22cell_20260905\cells\68_10,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=754695f8d36323db533f84f709600a875ae5fabe38dddf73b7823791b8286fd5; field paths=logits_raw;logits_trained;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_canonical_v1_fixed_ln_center_22cell_20260905/cells/68_11/validation-predictions.pt,output\real_data\schottdorf_canonical_v1_fixed_ln_center_22cell_20260905\cells\68_11,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=0752936838b62bcdd13313d86b5f93b9b83d1b29e77d13d48102714815704024; field paths=logits_raw;logits_trained;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_canonical_v1_fixed_ln_center_22cell_20260905/cells/68_3/validation-predictions.pt,output\real_data\schottdorf_canonical_v1_fixed_ln_center_22cell_20260905\cells\68_3,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=feeeafa1264db6b37b7c0a1dc2b422a3a8eb1d6fad2b958e5819a6cbc524ec0b; field paths=logits_raw;logits_trained;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_canonical_v1_fixed_ln_center_22cell_20260905/cells/68_4/validation-predictions.pt,output\real_data\schottdorf_canonical_v1_fixed_ln_center_22cell_20260905\cells\68_4,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=945a8789a9928fc130929fe44f92eefb530e222d0c0048b258fa7b85f551bc22; field paths=logits_raw;logits_trained;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_canonical_v1_fixed_ln_center_22cell_20260905/cells/68_7/validation-predictions.pt,output\real_data\schottdorf_canonical_v1_fixed_ln_center_22cell_20260905\cells\68_7,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=1cf76732d77647777ea564b54f61f44317c77f347aa1a13164bcfb9428f226af; field paths=logits_raw;logits_trained;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_canonical_v1_fixed_ln_center_22cell_20260905/cells/69_21/validation-predictions.pt,output\real_data\schottdorf_canonical_v1_fixed_ln_center_22cell_20260905\cells\69_21,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=44c3f6015dd73da0b20fab416dc16a8a29c2452684f30e101ca26751d75fa635; field paths=logits_raw;logits_trained;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_canonical_v1_fixed_ln_center_22cell_20260905/cells/69_3/validation-predictions.pt,output\real_data\schottdorf_canonical_v1_fixed_ln_center_22cell_20260905\cells\69_3,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=eb08286c87a770d66ccd832c3989e0e87c137cc1b714898a621a7e33997f876b; field paths=logits_raw;logits_trained;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_canonical_v1_fixed_ln_center_22cell_20260905/cells/69_4/validation-predictions.pt,output\real_data\schottdorf_canonical_v1_fixed_ln_center_22cell_20260905\cells\69_4,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=dba59b21c98bad4e19ad1e4ca96bff612b184a233697c5cedae61d5867257fce; field paths=logits_raw;logits_trained;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_canonical_v1_fixed_ln_center_22cell_20260905/cells/69_6/validation-predictions.pt,output\real_data\schottdorf_canonical_v1_fixed_ln_center_22cell_20260905\cells\69_6,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=c5c3e6da83b678ccdb95bb6fdb5f1de1ad2ac95df6928b02b6ee3aa31bffca2d; field paths=logits_raw;logits_trained;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_canonical_v1_fixed_ln_center_22cell_20260905/cells/69_7/validation-predictions.pt,output\real_data\schottdorf_canonical_v1_fixed_ln_center_22cell_20260905\cells\69_7,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=c0e3f3b487d67f209307c19832d2f36c5e5510dd1c8957cb56a6ed42a6cf1309; field paths=logits_raw;logits_trained;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_canonical_v1_fixed_ln_center_22cell_20260905/cells/70_1/validation-predictions.pt,output\real_data\schottdorf_canonical_v1_fixed_ln_center_22cell_20260905\cells\70_1,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=35e04b93bd7e44a7a0f84adac26c75f57922a31ea554cbcf04f67988a3488e48; field paths=logits_raw;logits_trained;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_canonical_v1_fixed_ln_center_22cell_20260905/cells/70_15/validation-predictions.pt,output\real_data\schottdorf_canonical_v1_fixed_ln_center_22cell_20260905\cells\70_15,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=baddaa69b883b01fcabdedeb5f5c3751f3d889047762740872c18493b8bf141c; field paths=logits_raw;logits_trained;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_canonical_v1_fixed_ln_center_22cell_20260905/cells/70_34/validation-predictions.pt,output\real_data\schottdorf_canonical_v1_fixed_ln_center_22cell_20260905\cells\70_34,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=9e850a421d67fc768e69a53b7c6eabd60a5a04bb997eb243834f2b54ebc10663; field paths=logits_raw;logits_trained;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_canonical_v1_fixed_ln_center_22cell_20260905/cells/70_7/validation-predictions.pt,output\real_data\schottdorf_canonical_v1_fixed_ln_center_22cell_20260905\cells\70_7,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=5553f40bde743bb501570801b476e52dc26d4a0db8df1b39964d8b248a6f0799; field paths=logits_raw;logits_trained;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_canonical_v1_overlapping_support_development_22cell_20260830/cells/67_14/validation-predictions.pt,output\real_data\schottdorf_canonical_v1_overlapping_support_development_22cell_20260830\cells\67_14,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=f3764946eeafdaeb1564777edfb560edb4fe28c6f0aedce10e2854373656ccc7; field paths=logits_raw;logits_trained;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_canonical_v1_overlapping_support_development_22cell_20260830/cells/67_21/validation-predictions.pt,output\real_data\schottdorf_canonical_v1_overlapping_support_development_22cell_20260830\cells\67_21,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=8490763858c87a077c85f4435674f784bce6c6c682a2f806214024d2bba7a1e3; field paths=logits_raw;logits_trained;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_canonical_v1_overlapping_support_development_22cell_20260830/cells/67_26/validation-predictions.pt,output\real_data\schottdorf_canonical_v1_overlapping_support_development_22cell_20260830\cells\67_26,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=fe3d2d97243d88a32498f8d6ae6efb500f69deedf97f2e8bd8936511868a115c; field paths=logits_raw;logits_trained;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_canonical_v1_overlapping_support_development_22cell_20260830/cells/67_33/validation-predictions.pt,output\real_data\schottdorf_canonical_v1_overlapping_support_development_22cell_20260830\cells\67_33,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=3054ca7a702b616eabfe995654e752813618f34aa012b33eac9f5a99041178dd; field paths=logits_raw;logits_trained;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_canonical_v1_overlapping_support_development_22cell_20260830/cells/67_34/validation-predictions.pt,output\real_data\schottdorf_canonical_v1_overlapping_support_development_22cell_20260830\cells\67_34,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=a3c35327feb9f928253098d77c71bc63c088d03ea342b233e42234d73b9054a6; field paths=logits_raw;logits_trained;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_canonical_v1_overlapping_support_development_22cell_20260830/cells/67_4/validation-predictions.pt,output\real_data\schottdorf_canonical_v1_overlapping_support_development_22cell_20260830\cells\67_4,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=08d1eea81e700f6b7216b82b4b772b338603766962cacf5a32b681500e3b40c5; field paths=logits_raw;logits_trained;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
output/real_data/schottdorf_canonical_v1_overlapping_support_development_22cell_20260830/cells/67_6/validation-predictions.pt,output\real_data\schottdorf_canonical_v1_overlapping_support_development_22cell_20260830\cells\67_6,exact per-sequence IDs in binary_source_ids_default/escalated.csv,"live frames [2400,3000)",True,True,True,True,see producer,see producer,UNKNOWN,False,CONSUMED_FOR_DEVELOPMENT,Existing binary payload source IDs; SHA256=f694b64f73037e1614b3fe7fb27cc33ce685a69e9fff49bd332600cff9af95a2; field paths=logits_raw;logits_trained;probabilities_trained;target;valid_mask;source_image_ids;trial_indices
