source_artifact,tracked,official_url,bytes,sha256,payload_path,payload_sha256,kind,access_status,searched_fields,matching_line_count,note
data\real\schottdorf_lee_2021_repository\data\Cell List.docx,True,https://gin.g-node.org/Manuel/Macaque-ganglion-cells/src/cffefb08c760f04c9a951da46061b361d2288e9b/data/Cell List.docx,94011,515dd0c69fe51818fea77040bd1cdb798725d2883157255ad331fcb44c2f9c5f,data\real\schottdorf_lee_2021_repository\data\Cell List.docx,515dd0c69fe51818fea77040bd1cdb798725d2883157255ad331fcb44c2f9c5f,.docx,READ,RF center | RF centre | receptive field position | x/y position | screen position | spot position | stimulus displacement | centering error | cell position | tangent screen | DoG | Gaussian | fit center | response map | reverse corr | RevCorr | MxX | MxY | xoff | yoff | x0 | y0 | position | center | centre | peak | smoothing | regulariz | deconvol | fft | least | eccentricity,0,Complete document text; cell/recording catalog and acquisition notes.
data\real\schottdorf_lee_2021_repository\data\lSS01259.txt,True,https://gin.g-node.org/Manuel/Macaque-ganglion-cells/src/cffefb08c760f04c9a951da46061b361d2288e9b/data/lSS01259.txt,456641,ff52fe98da0b5e734ee5cb20e9664be30fc1a1125957c49f1d4bbcbf63682c61,data\real\schottdorf_lee_2021_repository\data\lSS01259.txt,ff52fe98da0b5e734ee5cb20e9664be30fc1a1125957c49f1d4bbcbf63682c61,.txt,READ,RF center | RF centre | receptive field position | x/y position | screen position | spot position | stimulus displacement | centering error | cell position | tangent screen | DoG | Gaussian | fit center | response map | reverse corr | RevCorr | MxX | MxY | xoff | yoff | x0 | y0 | position | center | centre | peak | smoothing | regulariz | deconvol | fft | least | eccentricity,0,Complete text scanned.
data\real\schottdorf_lee_2021_repository\data\lSS01270.txt,True,https://gin.g-node.org/Manuel/Macaque-ganglion-cells/src/cffefb08c760f04c9a951da46061b361d2288e9b/data/lSS01270.txt,152317,f63f15687683b0d53365e57304ea91649279eaef92a978a1c91f03ca227d6b46,data\real\schottdorf_lee_2021_repository\data\lSS01270.txt,f63f15687683b0d53365e57304ea91649279eaef92a978a1c91f03ca227d6b46,.txt,READ,RF center | RF centre | receptive field position | x/y position | screen position | spot position | stimulus displacement | centering error | cell position | tangent screen | DoG | Gaussian | fit center | response map | reverse corr | RevCorr | MxX | MxY | xoff | yoff | x0 | y0 | position | center | centre | peak | smoothing | regulariz | deconvol | fft | least | eccentricity,0,Complete text scanned.
data\real\schottdorf_lee_2021_repository\data\lSS01278.txt,True,https://gin.g-node.org/Manuel/Macaque-ganglion-cells/src/cffefb08c760f04c9a951da46061b361d2288e9b/data/lSS01278.txt,119771,86f4dff94fa25c167d0515090a2902a992c9db1944734980a6dbc0d8a014ac86,data\real\schottdorf_lee_2021_repository\data\lSS01278.txt,86f4dff94fa25c167d0515090a2902a992c9db1944734980a6dbc0d8a014ac86,.txt,READ,RF center | RF centre | receptive field position | x/y position | screen position | spot position | stimulus displacement | centering error | cell position | tangent screen | DoG | Gaussian | fit center | response map | reverse corr | RevCorr | MxX | MxY | xoff | yoff | x0 | y0 | position | center | centre | peak | smoothing | regulariz | deconvol | fft | least | eccentricity,0,Complete text scanned.
data\real\schottdorf_lee_2021_repository\data\lSS01284.txt,True,https://gin.g-node.org/Manuel/Macaque-ganglion-cells/src/cffefb08c760f04c9a951da46061b361d2288e9b/data/lSS01284.txt,130091,29d57670e3f9e33143d46770d5caf6410cfae6e4a1407497fdfe1be946635112,data\real\schottdorf_lee_2021_repository\data\lSS01284.txt,29d57670e3f9e33143d46770d5caf6410cfae6e4a1407497fdfe1be946635112,.txt,READ,RF center | RF centre | receptive field position | x/y position | screen position | spot position | stimulus displacement | centering error | cell position | tangent screen | DoG | Gaussian | fit center | response map | reverse corr | RevCorr | MxX | MxY | xoff | yoff | x0 | y0 | position | center | centre | peak | smoothing | regulariz | deconvol | fft | least | eccentricity,0,Complete text scanned.
data\real\schottdorf_lee_2021_repository\data\lSS01285.txt,True,https://gin.g-node.org/Manuel/Macaque-ganglion-cells/src/cffefb08c760f04c9a951da46061b361d2288e9b/data/lSS01285.txt,344674,ded8786133475525b9e7bdcd3999e0c8c108437715bb92d96ec4abde3f374f29,data\real\schottdorf_lee_2021_repository\data\lSS01285.txt,ded8786133475525b9e7bdcd3999e0c8c108437715bb92d96ec4abde3f374f29,.txt,READ,RF center | RF centre | receptive field position | x/y position | screen position | spot position | stimulus displacement | centering error | cell position | tangent screen | DoG | Gaussian | fit center | response map | reverse corr | RevCorr | MxX | MxY | xoff | yoff | x0 | y0 | position | center | centre | peak | smoothing | regulariz | deconvol | fft | least | eccentricity,0,Complete text scanned.
data\real\schottdorf_lee_2021_repository\data\lSS01287.txt,True,https://gin.g-node.org/Manuel/Macaque-ganglion-cells/src/cffefb08c760f04c9a951da46061b361d2288e9b/data/lSS01287.txt,87016,a983945596e5b67a4752700ce6dd573211d6da5d9e7d1e8e19456243db740d4c,data\real\schottdorf_lee_2021_repository\data\lSS01287.txt,a983945596e5b67a4752700ce6dd573211d6da5d9e7d1e8e19456243db740d4c,.txt,READ,RF center | RF centre | receptive field position | x/y position | screen position | spot position | stimulus displacement | centering error | cell position | tangent screen | DoG | Gaussian | fit center | response map | reverse corr | RevCorr | MxX | MxY | xoff | yoff | x0 | y0 | position | center | centre | peak | smoothing | regulariz | deconvol | fft | least | eccentricity,0,Complete text scanned.
data\real\schottdorf_lee_2021_repository\data\lSS01299.txt,True,https://gin.g-node.org/Manuel/Macaque-ganglion-cells/src/cffefb08c760f04c9a951da46061b361d2288e9b/data/lSS01299.txt,125572,f26bdf244b693b5dff575392e2a886878f3ad677baaed185b500db12ad17005b,data\real\schottdorf_lee_2021_repository\data\lSS01299.txt,f26bdf244b693b5dff575392e2a886878f3ad677baaed185b500db12ad17005b,.txt,READ,RF center | RF centre | receptive field position | x/y position | screen position | spot position | stimulus displacement | centering error | cell position | tangent screen | DoG | Gaussian | fit center | response map | reverse corr | RevCorr | MxX | MxY | xoff | yoff | x0 | y0 | position | center | centre | peak | smoothing | regulariz | deconvol | fft | least | eccentricity,0,Complete text scanned.
data\real\schottdorf_lee_2021_repository\data\lSS01300.txt,True,https://gin.g-node.org/Manuel/Macaque-ganglion-cells/src/cffefb08c760f04c9a951da46061b361d2288e9b/data/lSS01300.txt,345140,ade77687b9c32bf2ad6d80bb92a1dc29617fb860a643b770e793c43282c2afe6,data\real\schottdorf_lee_2021_repository\data\lSS01300.txt,ade77687b9c32bf2ad6d80bb92a1dc29617fb860a643b770e793c43282c2afe6,.txt,READ,RF center | RF centre | receptive field position | x/y position | screen position | spot position | stimulus displacement | centering error | cell position | tangent screen | DoG | Gaussian | fit center | response map | reverse corr | RevCorr | MxX | MxY | xoff | yoff | x0 | y0 | position | center | centre | peak | smoothing | regulariz | deconvol | fft | least | eccentricity,0,Complete text scanned.
data\real\schottdorf_lee_2021_repository\data\lSS01302.txt,True,https://gin.g-node.org/Manuel/Macaque-ganglion-cells/src/cffefb08c760f04c9a951da46061b361d2288e9b/data/lSS01302.txt,107158,f764e0e19ed5eb2dc3bf54359d0f52cb0efcb05185a26ab2c7123c94359c2a2c,data\real\schottdorf_lee_2021_repository\data\lSS01302.txt,f764e0e19ed5eb2dc3bf54359d0f52cb0efcb05185a26ab2c7123c94359c2a2c,.txt,READ,RF center | RF centre | receptive field position | x/y position | screen position | spot position | stimulus displacement | centering error | cell position | tangent screen | DoG | Gaussian | fit center | response map | reverse corr | RevCorr | MxX | MxY | xoff | yoff | x0 | y0 | position | center | centre | peak | smoothing | regulariz | deconvol | fft | least | eccentricity,0,Complete text scanned.
data\real\schottdorf_lee_2021_repository\data\lSS01303.txt,True,https://gin.g-node.org/Manuel/Macaque-ganglion-cells/src/cffefb08c760f04c9a951da46061b361d2288e9b/data/lSS01303.txt,326881,8a61b8e2ffebb404b0f4c91a8a99ae8bba019784f1ea71dbcad383e0aa42e730,data\real\schottdorf_lee_2021_repository\data\lSS01303.txt,8a61b8e2ffebb404b0f4c91a8a99ae8bba019784f1ea71dbcad383e0aa42e730,.txt,READ,RF center | RF centre | receptive field position | x/y position | screen position | spot position | stimulus displacement | centering error | cell position | tangent screen | DoG | Gaussian | fit center | response map | reverse corr | RevCorr | MxX | MxY | xoff | yoff | x0 | y0 | position | center | centre | peak | smoothing | regulariz | deconvol | fft | least | eccentricity,0,Complete text scanned.
data\real\schottdorf_lee_2021_repository\datacite.yml,True,https://gin.g-node.org/Manuel/Macaque-ganglion-cells/src/cffefb08c760f04c9a951da46061b361d2288e9b/datacite.yml,2630,a1cd5bdcfb3e3e4dacbc17d8c9155f20ec5da7083d63e4394a9dfcc449a54aa7,data\real\schottdorf_lee_2021_repository\datacite.yml,a1cd5bdcfb3e3e4dacbc17d8c9155f20ec5da7083d63e4394a9dfcc449a54aa7,.yml,READ,RF center | RF centre | receptive field position | x/y position | screen position | spot position | stimulus displacement | centering error | cell position | tangent screen | DoG | Gaussian | fit center | response map | reverse corr | RevCorr | MxX | MxY | xoff | yoff | x0 | y0 | position | center | centre | peak | smoothing | regulariz | deconvol | fft | least | eccentricity,1,Complete text scanned.
data\real\schottdorf_lee_2021_repository\exampleRFs\Fig2publication.xlsx,True,https://gin.g-node.org/Manuel/Macaque-ganglion-cells/src/cffefb08c760f04c9a951da46061b361d2288e9b/exampleRFs/Fig2publication.xlsx,64,1022ac83f32fedddd621a5b4c35a1c5d21383544b91a9f91772231ef69123f6d,output\audits\schottdorf_official_rf_center_recovery_20260905\Fig2publication.xlsx,adfed0e6a534ab0a3b2b4a883306e1b4e948ec66a2f2bf98bf6e1f0cbed953d6,.xlsx,READ,RF center | RF centre | receptive field position | x/y position | screen position | spot position | stimulus displacement | centering error | cell position | tangent screen | DoG | Gaussian | fit center | response map | reverse corr | RevCorr | MxX | MxY | xoff | yoff | x0 | y0 | position | center | centre | peak | smoothing | regulariz | deconvol | fft | least | eccentricity,12,"All sheet labels, hidden-sheet status, cached extrema and chart XML; formulas/defined names separately in workbook_inventory.json. External link Fig3PCLum.xlsx: off272 cached data; RF fit sheet has zero cached cells."
data\real\schottdorf_lee_2021_repository\exampleRFs\Fig3publication.xlsx,True,https://gin.g-node.org/Manuel/Macaque-ganglion-cells/src/cffefb08c760f04c9a951da46061b361d2288e9b/exampleRFs/Fig3publication.xlsx,3092078,d9d02a8927c1bf20609d9d5e2214cfb05f2a9a41464a2c015ddc721ddcf753f2,data\real\schottdorf_lee_2021_repository\exampleRFs\Fig3publication.xlsx,d9d02a8927c1bf20609d9d5e2214cfb05f2a9a41464a2c015ddc721ddcf753f2,.xlsx,READ,RF center | RF centre | receptive field position | x/y position | screen position | spot position | stimulus displacement | centering error | cell position | tangent screen | DoG | Gaussian | fit center | response map | reverse corr | RevCorr | MxX | MxY | xoff | yoff | x0 | y0 | position | center | centre | peak | smoothing | regulariz | deconvol | fft | least | eccentricity,22,"All sheet labels, hidden-sheet status, cached extrema and chart XML; formulas/defined names separately in workbook_inventory.json. External link Fig5BlOn.xlsx: only time-fit and record 231 cached data; 178 sheet empty."
data\real\schottdorf_lee_2021_repository\LICENSE,True,https://gin.g-node.org/Manuel/Macaque-ganglion-cells/src/cffefb08c760f04c9a951da46061b361d2288e9b/LICENSE,13231,b7489a7df44753526b3a62ad05c31940f5e56c288e9895d7537e42f8849b3a79,data\real\schottdorf_lee_2021_repository\LICENSE,b7489a7df44753526b3a62ad05c31940f5e56c288e9895d7537e42f8849b3a79,,READ,RF center | RF centre | receptive field position | x/y position | screen position | spot position | stimulus displacement | centering error | cell position | tangent screen | DoG | Gaussian | fit center | response map | reverse corr | RevCorr | MxX | MxY | xoff | yoff | x0 | y0 | position | center | centre | peak | smoothing | regulariz | deconvol | fft | least | eccentricity,0,Complete text scanned.
data\real\schottdorf_lee_2021_repository\README.md,True,https://gin.g-node.org/Manuel/Macaque-ganglion-cells/src/cffefb08c760f04c9a951da46061b361d2288e9b/README.md,11859,aec20c21a4b00d58afaa4144f44c77b8b850f555871e20dc57f1562b4a831ef2,data\real\schottdorf_lee_2021_repository\README.md,aec20c21a4b00d58afaa4144f44c77b8b850f555871e20dc57f1562b4a831ef2,.md,READ,RF center | RF centre | receptive field position | x/y position | screen position | spot position | stimulus displacement | centering error | cell position | tangent screen | DoG | Gaussian | fit center | response map | reverse corr | RevCorr | MxX | MxY | xoff | yoff | x0 | y0 | position | center | centre | peak | smoothing | regulariz | deconvol | fft | least | eccentricity,5,Complete text scanned.
data\real\schottdorf_lee_2021_repository\retinatools\__init__.py,True,https://gin.g-node.org/Manuel/Macaque-ganglion-cells/src/cffefb08c760f04c9a951da46061b361d2288e9b/retinatools/__init__.py,1024,5f70bf18a086007016e948b04aed3b82103a36bea41755b6cddfaf10ace3c6ef,data\real\schottdorf_lee_2021_repository\retinatools\__init__.py,5f70bf18a086007016e948b04aed3b82103a36bea41755b6cddfaf10ace3c6ef,.py,READ,RF center | RF centre | receptive field position | x/y position | screen position | spot position | stimulus displacement | centering error | cell position | tangent screen | DoG | Gaussian | fit center | response map | reverse corr | RevCorr | MxX | MxY | xoff | yoff | x0 | y0 | position | center | centre | peak | smoothing | regulariz | deconvol | fft | least | eccentricity,0,Complete text scanned.
data\real\schottdorf_lee_2021_repository\retinatools\__pycache__\__init__.cpython-37.pyc,True,https://gin.g-node.org/Manuel/Macaque-ganglion-cells/src/cffefb08c760f04c9a951da46061b361d2288e9b/retinatools/__pycache__/__init__.cpython-37.pyc,165,36cfd17e5c380ba1b2d42fbcec1ac92c4be355d845cf05794a60baea246eafc9,data\real\schottdorf_lee_2021_repository\retinatools\__pycache__\__init__.cpython-37.pyc,36cfd17e5c380ba1b2d42fbcec1ac92c4be355d845cf05794a60baea246eafc9,.pyc,BINARY_NOT_COORDINATE_TABLE,RF center | RF centre | receptive field position | x/y position | screen position | spot position | stimulus displacement | centering error | cell position | tangent screen | DoG | Gaussian | fit center | response map | reverse corr | RevCorr | MxX | MxY | xoff | yoff | x0 | y0 | position | center | centre | peak | smoothing | regulariz | deconvol | fft | least | eccentricity,0,"Inventory only: gun-spectra image, video, or compiled duplicate of Python source."
data\real\schottdorf_lee_2021_repository\retinatools\__pycache__\__init__.cpython-38.pyc,True,https://gin.g-node.org/Manuel/Macaque-ganglion-cells/src/cffefb08c760f04c9a951da46061b361d2288e9b/retinatools/__pycache__/__init__.cpython-38.pyc,117,6e9afc0e3c55f519468ef21a30cd3a1a1d08a1aeee70d0a57bda099d8ea66e9c,data\real\schottdorf_lee_2021_repository\retinatools\__pycache__\__init__.cpython-38.pyc,6e9afc0e3c55f519468ef21a30cd3a1a1d08a1aeee70d0a57bda099d8ea66e9c,.pyc,BINARY_NOT_COORDINATE_TABLE,RF center | RF centre | receptive field position | x/y position | screen position | spot position | stimulus displacement | centering error | cell position | tangent screen | DoG | Gaussian | fit center | response map | reverse corr | RevCorr | MxX | MxY | xoff | yoff | x0 | y0 | position | center | centre | peak | smoothing | regulariz | deconvol | fft | least | eccentricity,0,"Inventory only: gun-spectra image, video, or compiled duplicate of Python source."
data\real\schottdorf_lee_2021_repository\retinatools\__pycache__\__init__.cpython-39.pyc,True,https://gin.g-node.org/Manuel/Macaque-ganglion-cells/src/cffefb08c760f04c9a951da46061b361d2288e9b/retinatools/__pycache__/__init__.cpython-39.pyc,117,720ed993a1e5d84cfc814c0c148c417d3711188bb64c992d3a0da2a8ec9e0ad8,data\real\schottdorf_lee_2021_repository\retinatools\__pycache__\__init__.cpython-39.pyc,720ed993a1e5d84cfc814c0c148c417d3711188bb64c992d3a0da2a8ec9e0ad8,.pyc,BINARY_NOT_COORDINATE_TABLE,RF center | RF centre | receptive field position | x/y position | screen position | spot position | stimulus displacement | centering error | cell position | tangent screen | DoG | Gaussian | fit center | response map | reverse corr | RevCorr | MxX | MxY | xoff | yoff | x0 | y0 | position | center | centre | peak | smoothing | regulariz | deconvol | fft | least | eccentricity,0,"Inventory only: gun-spectra image, video, or compiled duplicate of Python source."
data\real\schottdorf_lee_2021_repository\retinatools\__pycache__\library.cpython-37.pyc,True,https://gin.g-node.org/Manuel/Macaque-ganglion-cells/src/cffefb08c760f04c9a951da46061b361d2288e9b/retinatools/__pycache__/library.cpython-37.pyc,8282,3ca27cde26cddf3a7e0ba432e8b74d9c94a31638a4afa729660a73c4f9975f56,data\real\schottdorf_lee_2021_repository\retinatools\__pycache__\library.cpython-37.pyc,3ca27cde26cddf3a7e0ba432e8b74d9c94a31638a4afa729660a73c4f9975f56,.pyc,BINARY_NOT_COORDINATE_TABLE,RF center | RF centre | receptive field position | x/y position | screen position | spot position | stimulus displacement | centering error | cell position | tangent screen | DoG | Gaussian | fit center | response map | reverse corr | RevCorr | MxX | MxY | xoff | yoff | x0 | y0 | position | center | centre | peak | smoothing | regulariz | deconvol | fft | least | eccentricity,0,"Inventory only: gun-spectra image, video, or compiled duplicate of Python source."
data\real\schottdorf_lee_2021_repository\retinatools\__pycache__\library.cpython-38.pyc,True,https://gin.g-node.org/Manuel/Macaque-ganglion-cells/src/cffefb08c760f04c9a951da46061b361d2288e9b/retinatools/__pycache__/library.cpython-38.pyc,8047,14fe1e7c75ce892dfb6dffe5f006f3bcc26979c23bc19f5723ec257843688765,data\real\schottdorf_lee_2021_repository\retinatools\__pycache__\library.cpython-38.pyc,14fe1e7c75ce892dfb6dffe5f006f3bcc26979c23bc19f5723ec257843688765,.pyc,BINARY_NOT_COORDINATE_TABLE,RF center | RF centre | receptive field position | x/y position | screen position | spot position | stimulus displacement | centering error | cell position | tangent screen | DoG | Gaussian | fit center | response map | reverse corr | RevCorr | MxX | MxY | xoff | yoff | x0 | y0 | position | center | centre | peak | smoothing | regulariz | deconvol | fft | least | eccentricity,0,"Inventory only: gun-spectra image, video, or compiled duplicate of Python source."
data\real\schottdorf_lee_2021_repository\retinatools\__pycache__\library.cpython-39.pyc,True,https://gin.g-node.org/Manuel/Macaque-ganglion-cells/src/cffefb08c760f04c9a951da46061b361d2288e9b/retinatools/__pycache__/library.cpython-39.pyc,8047,eb95e639607e7677e2ad9716d02678cb6a4f51146a94a53a60f295f9a7a9427b,data\real\schottdorf_lee_2021_repository\retinatools\__pycache__\library.cpython-39.pyc,eb95e639607e7677e2ad9716d02678cb6a4f51146a94a53a60f295f9a7a9427b,.pyc,BINARY_NOT_COORDINATE_TABLE,RF center | RF centre | receptive field position | x/y position | screen position | spot position | stimulus displacement | centering error | cell position | tangent screen | DoG | Gaussian | fit center | response map | reverse corr | RevCorr | MxX | MxY | xoff | yoff | x0 | y0 | position | center | centre | peak | smoothing | regulariz | deconvol | fft | least | eccentricity,0,"Inventory only: gun-spectra image, video, or compiled duplicate of Python source."
data\real\schottdorf_lee_2021_repository\retinatools\library.py,True,https://gin.g-node.org/Manuel/Macaque-ganglion-cells/src/cffefb08c760f04c9a951da46061b361d2288e9b/retinatools/library.py,11252,92fc28ac16177bd314910254c41e346334adec374e60b2f3cc369f8ccfb0a50f,data\real\schottdorf_lee_2021_repository\retinatools\library.py,92fc28ac16177bd314910254c41e346334adec374e60b2f3cc369f8ccfb0a50f,.py,READ,RF center | RF centre | receptive field position | x/y position | screen position | spot position | stimulus displacement | centering error | cell position | tangent screen | DoG | Gaussian | fit center | response map | reverse corr | RevCorr | MxX | MxY | xoff | yoff | x0 | y0 | position | center | centre | peak | smoothing | regulariz | deconvol | fft | least | eccentricity,29,Complete text scanned.
data\real\schottdorf_lee_2021_repository\run_model\.ipynb_checkpoints\BlueOn-checkpoint.ipynb,True,https://gin.g-node.org/Manuel/Macaque-ganglion-cells/src/cffefb08c760f04c9a951da46061b361d2288e9b/run_model/.ipynb_checkpoints/BlueOn-checkpoint.ipynb,83080,173482f0dd5fcc53adbd490c11e8798392a04d8f99d4e393a9f1ed0313a7d99e,data\real\schottdorf_lee_2021_repository\run_model\.ipynb_checkpoints\BlueOn-checkpoint.ipynb,173482f0dd5fcc53adbd490c11e8798392a04d8f99d4e393a9f1ed0313a7d99e,.ipynb,READ,RF center | RF centre | receptive field position | x/y position | screen position | spot position | stimulus displacement | centering error | cell position | tangent screen | DoG | Gaussian | fit center | response map | reverse corr | RevCorr | MxX | MxY | xoff | yoff | x0 | y0 | position | center | centre | peak | smoothing | regulariz | deconvol | fft | least | eccentricity,3,All code/markdown cells and text outputs; embedded raster outputs not used to infer centers.
data\real\schottdorf_lee_2021_repository\run_model\.ipynb_checkpoints\MC_off-checkpoint.ipynb,True,https://gin.g-node.org/Manuel/Macaque-ganglion-cells/src/cffefb08c760f04c9a951da46061b361d2288e9b/run_model/.ipynb_checkpoints/MC_off-checkpoint.ipynb,109215,91e5e3ca9d37dd6c73f76a3ab1d3ef604f233c5caaed485a551e5678cd057940,data\real\schottdorf_lee_2021_repository\run_model\.ipynb_checkpoints\MC_off-checkpoint.ipynb,91e5e3ca9d37dd6c73f76a3ab1d3ef604f233c5caaed485a551e5678cd057940,.ipynb,READ,RF center | RF centre | receptive field position | x/y position | screen position | spot position | stimulus displacement | centering error | cell position | tangent screen | DoG | Gaussian | fit center | response map | reverse corr | RevCorr | MxX | MxY | xoff | yoff | x0 | y0 | position | center | centre | peak | smoothing | regulariz | deconvol | fft | least | eccentricity,9,All code/markdown cells and text outputs; embedded raster outputs not used to infer centers.
data\real\schottdorf_lee_2021_repository\run_model\.ipynb_checkpoints\MC_on-checkpoint.ipynb,True,https://gin.g-node.org/Manuel/Macaque-ganglion-cells/src/cffefb08c760f04c9a951da46061b361d2288e9b/run_model/.ipynb_checkpoints/MC_on-checkpoint.ipynb,119931,81c6be4465f663da5039081af054eb550f7fb031e19d7a427b28f3453e2b7785,data\real\schottdorf_lee_2021_repository\run_model\.ipynb_checkpoints\MC_on-checkpoint.ipynb,81c6be4465f663da5039081af054eb550f7fb031e19d7a427b28f3453e2b7785,.ipynb,READ,RF center | RF centre | receptive field position | x/y position | screen position | spot position | stimulus displacement | centering error | cell position | tangent screen | DoG | Gaussian | fit center | response map | reverse corr | RevCorr | MxX | MxY | xoff | yoff | x0 | y0 | position | center | centre | peak | smoothing | regulariz | deconvol | fft | least | eccentricity,9,All code/markdown cells and text outputs; embedded raster outputs not used to infer centers.
data\real\schottdorf_lee_2021_repository\run_model\.ipynb_checkpoints\PC_Gon-checkpoint.ipynb,True,https://gin.g-node.org/Manuel/Macaque-ganglion-cells/src/cffefb08c760f04c9a951da46061b361d2288e9b/run_model/.ipynb_checkpoints/PC_Gon-checkpoint.ipynb,121146,383488c4a4f794ac08d2c2ecce201fc990351e951e95a420cb22754e5105e51c,data\real\schottdorf_lee_2021_repository\run_model\.ipynb_checkpoints\PC_Gon-checkpoint.ipynb,383488c4a4f794ac08d2c2ecce201fc990351e951e95a420cb22754e5105e51c,.ipynb,READ,RF center | RF centre | receptive field position | x/y position | screen position | spot position | stimulus displacement | centering error | cell position | tangent screen | DoG | Gaussian | fit center | response map | reverse corr | RevCorr | MxX | MxY | xoff | yoff | x0 | y0 | position | center | centre | peak | smoothing | regulariz | deconvol | fft | least | eccentricity,3,All code/markdown cells and text outputs; embedded raster outputs not used to infer centers.
data\real\schottdorf_lee_2021_repository\run_model\.ipynb_checkpoints\PC_off-checkpoint.ipynb,True,https://gin.g-node.org/Manuel/Macaque-ganglion-cells/src/cffefb08c760f04c9a951da46061b361d2288e9b/run_model/.ipynb_checkpoints/PC_off-checkpoint.ipynb,88896,8479a33938bd4c5c8a2beed47ca8b1ec91fdb9a9727f47b40d64fdb46948b8c9,data\real\schottdorf_lee_2021_repository\run_model\.ipynb_checkpoints\PC_off-checkpoint.ipynb,8479a33938bd4c5c8a2beed47ca8b1ec91fdb9a9727f47b40d64fdb46948b8c9,.ipynb,READ,RF center | RF centre | receptive field position | x/y position | screen position | spot position | stimulus displacement | centering error | cell position | tangent screen | DoG | Gaussian | fit center | response map | reverse corr | RevCorr | MxX | MxY | xoff | yoff | x0 | y0 | position | center | centre | peak | smoothing | regulariz | deconvol | fft | least | eccentricity,1,All code/markdown cells and text outputs; embedded raster outputs not used to infer centers.
data\real\schottdorf_lee_2021_repository\run_model\.ipynb_checkpoints\PC_Ron-checkpoint.ipynb,True,https://gin.g-node.org/Manuel/Macaque-ganglion-cells/src/cffefb08c760f04c9a951da46061b361d2288e9b/run_model/.ipynb_checkpoints/PC_Ron-checkpoint.ipynb,104099,bf97ebd99a2cbb9384d7c7eba9f537aa6e82cfbf4318657e53fd6c271ebf9b4a,data\real\schottdorf_lee_2021_repository\run_model\.ipynb_checkpoints\PC_Ron-checkpoint.ipynb,bf97ebd99a2cbb9384d7c7eba9f537aa6e82cfbf4318657e53fd6c271ebf9b4a,.ipynb,READ,RF center | RF centre | receptive field position | x/y position | screen position | spot position | stimulus displacement | centering error | cell position | tangent screen | DoG | Gaussian | fit center | response map | reverse corr | RevCorr | MxX | MxY | xoff | yoff | x0 | y0 | position | center | centre | peak | smoothing | regulariz | deconvol | fft | least | eccentricity,3,All code/markdown cells and text outputs; embedded raster outputs not used to infer centers.
data\real\schottdorf_lee_2021_repository\run_model\.ipynb_checkpoints\Piecharts-checkpoint.ipynb,True,https://gin.g-node.org/Manuel/Macaque-ganglion-cells/src/cffefb08c760f04c9a951da46061b361d2288e9b/run_model/.ipynb_checkpoints/Piecharts-checkpoint.ipynb,10359,0b6dd9c2a458484d47f80b31baedf4d8c50db72eae1d93c8da93ec12cbcf881c,data\real\schottdorf_lee_2021_repository\run_model\.ipynb_checkpoints\Piecharts-checkpoint.ipynb,0b6dd9c2a458484d47f80b31baedf4d8c50db72eae1d93c8da93ec12cbcf881c,.ipynb,READ,RF center | RF centre | receptive field position | x/y position | screen position | spot position | stimulus displacement | centering error | cell position | tangent screen | DoG | Gaussian | fit center | response map | reverse corr | RevCorr | MxX | MxY | xoff | yoff | x0 | y0 | position | center | centre | peak | smoothing | regulariz | deconvol | fft | least | eccentricity,15,All code/markdown cells and text outputs; embedded raster outputs not used to infer centers.
data\real\schottdorf_lee_2021_repository\run_model\078Moff.pdf,True,https://gin.g-node.org/Manuel/Macaque-ganglion-cells/src/cffefb08c760f04c9a951da46061b361d2288e9b/run_model/078Moff.pdf,22770,1354b27de31aa835d74af52ec9f509f425864f09fd860ca160f0c018128dacdb,data\real\schottdorf_lee_2021_repository\run_model\078Moff.pdf,1354b27de31aa835d74af52ec9f509f425864f09fd860ca160f0c018128dacdb,.pdf,READ,RF center | RF centre | receptive field position | x/y position | screen position | spot position | stimulus displacement | centering error | cell position | tangent screen | DoG | Gaussian | fit center | response map | reverse corr | RevCorr | MxX | MxY | xoff | yoff | x0 | y0 | position | center | centre | peak | smoothing | regulariz | deconvol | fft | least | eccentricity,1,"Extracted every page: response-time model-fit plots, not RF position tables."
data\real\schottdorf_lee_2021_repository\run_model\078Moff_time_cell_fit.csv,True,https://gin.g-node.org/Manuel/Macaque-ganglion-cells/src/cffefb08c760f04c9a951da46061b361d2288e9b/run_model/078Moff_time_cell_fit.csv,282063,0bf0619787d609312a541b157aac3f96d71fc85a3d1ebe6b1ed9ede37077052f,data\real\schottdorf_lee_2021_repository\run_model\078Moff_time_cell_fit.csv,0bf0619787d609312a541b157aac3f96d71fc85a3d1ebe6b1ed9ede37077052f,.csv,READ,RF center | RF centre | receptive field position | x/y position | screen position | spot position | stimulus displacement | centering error | cell position | tangent screen | DoG | Gaussian | fit center | response map | reverse corr | RevCorr | MxX | MxY | xoff | yoff | x0 | y0 | position | center | centre | peak | smoothing | regulariz | deconvol | fft | least | eccentricity,0,Complete text scanned.
